code_index,code_id,code_ca,id,category,trace,index,labs,epic,rna_seq,wgs,atac_seq
G22-8-1-1,G22-110-162-31,G22-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line],31,[Engineered GBM Cell Line],162,1,UCL,TRUE,FALSE,TRUE,FALSE
G22-8-1-2,G22-110-162-20,G22-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line],20,[Engineered GBM Cell Line],162,2,UCL,TRUE,FALSE,FALSE,FALSE
G22-8-1-2-1,G22-110-162-20-464,G22-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],464,[Xenograph Derive Cell Line],20,1,UCL,TRUE,TRUE,FALSE,TRUE
G22-8-1-2-2,G22-110-162-20-185,G22-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],185,[Xenograph Derive Cell Line],20,2,Spain,TRUE,FALSE,TRUE,FALSE
G22-8-1-2-3,G22-110-162-20-292,G22-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],292,[Xenograph Derive Cell Line],20,3,Edinburgh,TRUE,FALSE,FALSE,TRUE
G23-1,G23-157,G23-[Human Feotal Primary Tissue],157,[Human Feotal Primary Tissue],G23,1,UCL,TRUE,FALSE,TRUE,TRUE
G23-2,G23-349,G23-[Peripheral Blood Mononuclear Cell],349,[Peripheral Blood Mononuclear Cell],G23,2,Edinburgh,TRUE,TRUE,FALSE,FALSE
G23-3,G23-115,G23-[Primary Tumour Tissue],115,[Primary Tumour Tissue],G23,3,Edinburgh,FALSE,FALSE,FALSE,FALSE
G23-4,G23-180,G23-[Peripheral Blood Mononuclear Cell],180,[Peripheral Blood Mononuclear Cell],G23,4,Spain,TRUE,FALSE,TRUE,TRUE
G23-4-1,G23-180-365,G23-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],365,[Patient Derived Neural Stem Cell],180,1,UCL,TRUE,TRUE,TRUE,TRUE
G23-5,G23-226,G23-[Human Feotal Primary Tissue],226,[Human Feotal Primary Tissue],G23,5,Spain,TRUE,FALSE,TRUE,TRUE
G23-5-1,G23-226-45,G23-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],45,[Human Neural Stem Cell Line],226,1,Edinburgh,TRUE,TRUE,TRUE,TRUE
G23-6,G23-259,G23-[Peripheral Blood Mononuclear Cell],259,[Peripheral Blood Mononuclear Cell],G23,6,Spain,TRUE,TRUE,FALSE,TRUE
G23-6-1,G23-259-129,G23-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],129,[Patient Derived Neural Stem Cell],259,1,UCL,TRUE,TRUE,TRUE,FALSE
G23-7,G23-394,G23-[Human Feotal Primary Tissue],394,[Human Feotal Primary Tissue],G23,7,UCL,TRUE,FALSE,FALSE,TRUE
G23-8,G23-310,G23-[Primary Tumour Tissue],310,[Primary Tumour Tissue],G23,8,UCL,FALSE,TRUE,FALSE,TRUE
G23-8-1,G23-310-337,G23-[Primary Tumour Tissue]-[GBM Cell Line],337,[GBM Cell Line],310,1,Edinburgh,FALSE,FALSE,TRUE,TRUE
G23-8-1-1,G23-310-337-290,G23-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line],290,[Engineered GBM Cell Line],337,1,UCL,TRUE,TRUE,TRUE,TRUE
G23-8-1-1-1,G23-310-337-290-322,G23-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],322,[Xenograph Derive Cell Line],290,1,UCL,TRUE,TRUE,TRUE,TRUE
G23-8-1-1-2,G23-310-337-290-131,G23-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],131,[Xenograph Derive Cell Line],290,2,Spain,TRUE,TRUE,TRUE,TRUE
G23-8-1-1-3,G23-310-337-290-353,G23-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],353,[Xenograph Derive Cell Line],290,3,Spain,TRUE,TRUE,TRUE,TRUE
G23-8-1-2,G23-310-337-412,G23-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line],412,[Engineered GBM Cell Line],337,2,Edinburgh,TRUE,TRUE,FALSE,FALSE
G23-8-1-2-1,G23-310-337-412-360,G23-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],360,[Xenograph Derive Cell Line],412,1,Edinburgh,TRUE,FALSE,FALSE,TRUE
G24-1,G24-287,G24-[Human Feotal Primary Tissue],287,[Human Feotal Primary Tissue],G24,1,Edinburgh,FALSE,TRUE,TRUE,TRUE
G24-1-1,G24-287-312,G24-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],312,[Human Neural Stem Cell Line],287,1,Spain,TRUE,FALSE,FALSE,TRUE
G24-1-2,G24-287-275,G24-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],275,[Human Neural Stem Cell Line],287,2,Edinburgh,TRUE,FALSE,TRUE,TRUE
G24-10,G24-399,G24-[Peripheral Blood Mononuclear Cell],399,[Peripheral Blood Mononuclear Cell],G24,10,UCL,TRUE,TRUE,FALSE,TRUE
G24-10-1,G24-399-204,G24-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],204,[Patient Derived Neural Stem Cell],399,1,UCL,TRUE,TRUE,TRUE,TRUE
G24-10-2,G24-399-136,G24-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],136,[Patient Derived Neural Stem Cell],399,2,Edinburgh,TRUE,TRUE,TRUE,TRUE
G24-11,G24-8,G24-[Primary Tumour Tissue],8,[Primary Tumour Tissue],G24,11,UCL,TRUE,TRUE,FALSE,FALSE
G24-11-1,G24-8-465,G24-[Primary Tumour Tissue]-[GBM Cell Line],465,[GBM Cell Line],8,1,Edinburgh,TRUE,FALSE,FALSE,FALSE
G24-11-1-1,G24-8-465-462,G24-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line],462,[Engineered GBM Cell Line],465,1,Spain,TRUE,TRUE,FALSE,FALSE
G24-11-1-1-1,G24-8-465-462-269,G24-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],269,[Xenograph Derive Cell Line],462,1,Edinburgh,TRUE,TRUE,FALSE,FALSE
G24-11-1-1-2,G24-8-465-462-49,G24-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],49,[Xenograph Derive Cell Line],462,2,Edinburgh,TRUE,TRUE,FALSE,FALSE
G24-11-2,G24-8-193,G24-[Primary Tumour Tissue]-[GBM Cell Line],193,[GBM Cell Line],8,2,Edinburgh,TRUE,FALSE,FALSE,FALSE
G24-11-2-1,G24-8-193-128,G24-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line],128,[Engineered GBM Cell Line],193,1,Edinburgh,TRUE,TRUE,TRUE,FALSE
G24-11-2-1-1,G24-8-193-128-329,G24-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],329,[Xenograph Derive Cell Line],128,1,UCL,TRUE,FALSE,TRUE,TRUE
G24-11-2-1-2,G24-8-193-128-51,G24-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],51,[Xenograph Derive Cell Line],128,2,Spain,TRUE,FALSE,FALSE,FALSE
G24-11-2-1-3,G24-8-193-128-494,G24-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],494,[Xenograph Derive Cell Line],128,3,UCL,TRUE,TRUE,FALSE,TRUE
G24-11-2-1-4,G24-8-193-128-472,G24-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],472,[Xenograph Derive Cell Line],128,4,Edinburgh,TRUE,TRUE,FALSE,FALSE
G24-11-2-2,G24-8-193-132,G24-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line],132,[Engineered GBM Cell Line],193,2,Edinburgh,TRUE,FALSE,FALSE,TRUE
G24-11-2-2-1,G24-8-193-132-184,G24-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],184,[Xenograph Derive Cell Line],132,1,Spain,TRUE,FALSE,TRUE,TRUE
G24-11-3,G24-8-338,G24-[Primary Tumour Tissue]-[GBM Cell Line],338,[GBM Cell Line],8,3,UCL,TRUE,TRUE,TRUE,TRUE
G24-2,G24-46,G24-[Human Feotal Primary Tissue],46,[Human Feotal Primary Tissue],G24,2,Edinburgh,TRUE,FALSE,FALSE,FALSE
G24-2-1,G24-46-496,G24-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],496,[Human Neural Stem Cell Line],46,1,UCL,TRUE,FALSE,TRUE,TRUE
G24-2-1-1,G24-46-496-25,G24-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line]-[Isogenic Gene Cell Line],25,[Isogenic Gene Cell Line],496,1,Edinburgh,TRUE,TRUE,TRUE,TRUE
G24-3,G24-81,G24-[Human Feotal Primary Tissue],81,[Human Feotal Primary Tissue],G24,3,Spain,TRUE,TRUE,FALSE,TRUE
G24-4,G24-23,G24-[Human Feotal Primary Tissue],23,[Human Feotal Primary Tissue],G24,4,Spain,FALSE,FALSE,FALSE,FALSE
G24-5,G24-205,G24-[Primary Tumour Tissue],205,[Primary Tumour Tissue],G24,5,Spain,TRUE,TRUE,FALSE,TRUE
G24-5-1,G24-205-108,G24-[Primary Tumour Tissue]-[GBM Cell Line],108,[GBM Cell Line],205,1,Edinburgh,TRUE,FALSE,FALSE,FALSE
G24-6,G24-187,G24-[Peripheral Blood Mononuclear Cell],187,[Peripheral Blood Mononuclear Cell],G24,6,Edinburgh,TRUE,FALSE,TRUE,TRUE
G24-6-1,G24-187-476,G24-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],476,[Patient Derived Neural Stem Cell],187,1,UCL,TRUE,TRUE,FALSE,TRUE
G24-7,G24-138,G24-[Human Feotal Primary Tissue],138,[Human Feotal Primary Tissue],G24,7,Edinburgh,TRUE,FALSE,TRUE,FALSE
G24-7-1,G24-138-344,G24-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],344,[Human Neural Stem Cell Line],138,1,UCL,TRUE,FALSE,FALSE,TRUE
G24-7-2,G24-138-463,G24-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],463,[Human Neural Stem Cell Line],138,2,Edinburgh,FALSE,FALSE,TRUE,FALSE
G24-7-2-1,G24-138-463-381,G24-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line]-[Isogenic Gene Cell Line],381,[Isogenic Gene Cell Line],463,1,UCL,TRUE,FALSE,FALSE,TRUE
G24-8,G24-483,G24-[Human Feotal Primary Tissue],483,[Human Feotal Primary Tissue],G24,8,Edinburgh,TRUE,TRUE,FALSE,TRUE
G24-9,G24-218,G24-[Human Feotal Primary Tissue],218,[Human Feotal Primary Tissue],G24,9,Edinburgh,TRUE,FALSE,FALSE,TRUE
G25-1,G25-420,G25-[Primary Tumour Tissue],420,[Primary Tumour Tissue],G25,1,Spain,TRUE,FALSE,TRUE,TRUE
G25-1-1,G25-420-373,G25-[Primary Tumour Tissue]-[GBM Cell Line],373,[GBM Cell Line],420,1,Spain,TRUE,FALSE,FALSE,TRUE
G25-1-1-1,G25-420-373-154,G25-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line],154,[Engineered GBM Cell Line],373,1,Spain,TRUE,TRUE,FALSE,TRUE
G25-1-1-1-1,G25-420-373-154-284,G25-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],284,[Xenograph Derive Cell Line],154,1,Edinburgh,TRUE,TRUE,FALSE,TRUE
G25-1-1-1-2,G25-420-373-154-319,G25-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],319,[Xenograph Derive Cell Line],154,2,Spain,TRUE,TRUE,FALSE,FALSE
G25-1-1-1-3,G25-420-373-154-486,G25-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line]-[Xenograph Derive Cell Line],486,[Xenograph Derive Cell Line],154,3,Edinburgh,TRUE,FALSE,TRUE,FALSE
G25-1-2,G25-420-442,G25-[Primary Tumour Tissue]-[GBM Cell Line],442,[GBM Cell Line],420,2,Spain,TRUE,FALSE,FALSE,TRUE
G25-1-2-1,G25-420-442-301,G25-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line],301,[Engineered GBM Cell Line],442,1,Edinburgh,TRUE,TRUE,TRUE,TRUE
G25-1-3,G25-420-330,G25-[Primary Tumour Tissue]-[GBM Cell Line],330,[GBM Cell Line],420,3,Spain,TRUE,FALSE,TRUE,TRUE
G25-2,G25-299,G25-[Peripheral Blood Mononuclear Cell],299,[Peripheral Blood Mononuclear Cell],G25,2,Spain,TRUE,FALSE,FALSE,FALSE
G25-2-1,G25-299-112,G25-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],112,[Patient Derived Neural Stem Cell],299,1,Edinburgh,TRUE,FALSE,FALSE,TRUE
G25-3,G25-288,G25-[Human Feotal Primary Tissue],288,[Human Feotal Primary Tissue],G25,3,UCL,TRUE,TRUE,TRUE,TRUE
G25-3-1,G25-288-182,G25-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],182,[Human Neural Stem Cell Line],288,1,UCL,TRUE,FALSE,TRUE,TRUE
G25-3-1-1,G25-288-182-227,G25-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line]-[Isogenic Gene Cell Line],227,[Isogenic Gene Cell Line],182,1,UCL,TRUE,TRUE,FALSE,TRUE
G25-3-2,G25-288-371,G25-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],371,[Human Neural Stem Cell Line],288,2,Spain,TRUE,FALSE,FALSE,FALSE
G25-4,G25-422,G25-[Primary Tumour Tissue],422,[Primary Tumour Tissue],G25,4,Spain,FALSE,TRUE,FALSE,TRUE
G25-4-1,G25-422-372,G25-[Primary Tumour Tissue]-[GBM Cell Line],372,[GBM Cell Line],422,1,Spain,TRUE,FALSE,TRUE,TRUE
G25-4-1-1,G25-422-372-374,G25-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line],374,[Engineered GBM Cell Line],372,1,Spain,TRUE,FALSE,TRUE,FALSE
G3-1,G3-119,G3-[Peripheral Blood Mononuclear Cell],119,[Peripheral Blood Mononuclear Cell],G3,1,Edinburgh,TRUE,TRUE,FALSE,TRUE
G3-2,G3-57,G3-[Human Feotal Primary Tissue],57,[Human Feotal Primary Tissue],G3,2,UCL,TRUE,TRUE,TRUE,TRUE
G3-3,G3-332,G3-[Primary Tumour Tissue],332,[Primary Tumour Tissue],G3,3,UCL,TRUE,TRUE,FALSE,TRUE
G4-1,G4-127,G4-[Peripheral Blood Mononuclear Cell],127,[Peripheral Blood Mononuclear Cell],G4,1,Edinburgh,FALSE,FALSE,FALSE,TRUE
G4-1-1,G4-127-308,G4-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],308,[Patient Derived Neural Stem Cell],127,1,Spain,TRUE,FALSE,FALSE,TRUE
G4-1-2,G4-127-336,G4-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],336,[Patient Derived Neural Stem Cell],127,2,Edinburgh,TRUE,TRUE,TRUE,TRUE
G4-2,G4-163,G4-[Peripheral Blood Mononuclear Cell],163,[Peripheral Blood Mononuclear Cell],G4,2,Spain,TRUE,TRUE,FALSE,FALSE
G4-2-1,G4-163-433,G4-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],433,[Patient Derived Neural Stem Cell],163,1,UCL,TRUE,TRUE,FALSE,FALSE
G4-2-2,G4-163-171,G4-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],171,[Patient Derived Neural Stem Cell],163,2,Edinburgh,TRUE,FALSE,FALSE,TRUE
G4-3,G4-460,G4-[Peripheral Blood Mononuclear Cell],460,[Peripheral Blood Mononuclear Cell],G4,3,UCL,TRUE,FALSE,FALSE,FALSE
G4-4,G4-495,G4-[Human Feotal Primary Tissue],495,[Human Feotal Primary Tissue],G4,4,UCL,FALSE,FALSE,TRUE,TRUE
G4-5,G4-55,G4-[Human Feotal Primary Tissue],55,[Human Feotal Primary Tissue],G4,5,UCL,TRUE,TRUE,TRUE,TRUE
G4-6,G4-488,G4-[Human Feotal Primary Tissue],488,[Human Feotal Primary Tissue],G4,6,UCL,TRUE,FALSE,FALSE,TRUE
G4-6-1,G4-488-173,G4-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],173,[Human Neural Stem Cell Line],488,1,UCL,TRUE,TRUE,FALSE,TRUE
G4-6-1-1,G4-488-173-437,G4-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line]-[Isogenic Gene Cell Line],437,[Isogenic Gene Cell Line],173,1,Spain,TRUE,TRUE,FALSE,TRUE
G4-6-2,G4-488-498,G4-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],498,[Human Neural Stem Cell Line],488,2,UCL,FALSE,TRUE,FALSE,TRUE
G5-1,G5-114,G5-[Peripheral Blood Mononuclear Cell],114,[Peripheral Blood Mononuclear Cell],G5,1,Spain,FALSE,TRUE,FALSE,TRUE
G5-1-1,G5-114-222,G5-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],222,[Patient Derived Neural Stem Cell],114,1,Edinburgh,TRUE,TRUE,FALSE,TRUE
G5-1-2,G5-114-232,G5-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],232,[Patient Derived Neural Stem Cell],114,2,Spain,TRUE,FALSE,FALSE,FALSE
G5-10,G5-446,G5-[Primary Tumour Tissue],446,[Primary Tumour Tissue],G5,10,UCL,TRUE,FALSE,TRUE,FALSE
G5-10-1,G5-446-213,G5-[Primary Tumour Tissue]-[GBM Cell Line],213,[GBM Cell Line],446,1,Spain,TRUE,FALSE,TRUE,TRUE
G5-10-1-1,G5-446-213-410,G5-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line],410,[Engineered GBM Cell Line],213,1,UCL,TRUE,TRUE,FALSE,TRUE
G5-11,G5-296,G5-[Human Feotal Primary Tissue],296,[Human Feotal Primary Tissue],G5,11,Spain,TRUE,TRUE,FALSE,FALSE
G5-12,G5-294,G5-[Human Feotal Primary Tissue],294,[Human Feotal Primary Tissue],G5,12,Edinburgh,FALSE,TRUE,FALSE,TRUE
G5-12-1,G5-294-181,G5-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],181,[Human Neural Stem Cell Line],294,1,Spain,TRUE,FALSE,FALSE,TRUE
G5-12-1-1,G5-294-181-384,G5-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line]-[Isogenic Gene Cell Line],384,[Isogenic Gene Cell Line],181,1,Spain,TRUE,FALSE,FALSE,FALSE
G5-12-2,G5-294-285,G5-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],285,[Human Neural Stem Cell Line],294,2,Edinburgh,FALSE,FALSE,FALSE,TRUE
G5-12-3,G5-294-200,G5-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],200,[Human Neural Stem Cell Line],294,3,Spain,TRUE,TRUE,FALSE,TRUE
G5-12-3-1,G5-294-200-311,G5-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line]-[Isogenic Gene Cell Line],311,[Isogenic Gene Cell Line],200,1,Spain,TRUE,TRUE,FALSE,TRUE
G5-12-3-2,G5-294-200-331,G5-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line]-[Isogenic Gene Cell Line],331,[Isogenic Gene Cell Line],200,2,Spain,TRUE,FALSE,FALSE,TRUE
G5-13,G5-348,G5-[Peripheral Blood Mononuclear Cell],348,[Peripheral Blood Mononuclear Cell],G5,13,UCL,TRUE,FALSE,FALSE,TRUE
G5-14,G5-137,G5-[Peripheral Blood Mononuclear Cell],137,[Peripheral Blood Mononuclear Cell],G5,14,Edinburgh,TRUE,FALSE,FALSE,TRUE
G5-2,G5-217,G5-[Primary Tumour Tissue],217,[Primary Tumour Tissue],G5,2,Spain,TRUE,FALSE,TRUE,TRUE
G5-3,G5-5,G5-[Primary Tumour Tissue],5,[Primary Tumour Tissue],G5,3,Edinburgh,TRUE,TRUE,FALSE,TRUE
G5-3-1,G5-5-202,G5-[Primary Tumour Tissue]-[GBM Cell Line],202,[GBM Cell Line],5,1,Edinburgh,FALSE,FALSE,TRUE,TRUE
G5-3-2,G5-5-295,G5-[Primary Tumour Tissue]-[GBM Cell Line],295,[GBM Cell Line],5,2,Spain,FALSE,TRUE,TRUE,FALSE
G5-4,G5-448,G5-[Peripheral Blood Mononuclear Cell],448,[Peripheral Blood Mononuclear Cell],G5,4,Spain,TRUE,TRUE,FALSE,TRUE
G5-5,G5-396,G5-[Primary Tumour Tissue],396,[Primary Tumour Tissue],G5,5,UCL,FALSE,FALSE,TRUE,TRUE
G5-5-1,G5-396-166,G5-[Primary Tumour Tissue]-[GBM Cell Line],166,[GBM Cell Line],396,1,Edinburgh,FALSE,FALSE,FALSE,TRUE
G5-5-1-1,G5-396-166-241,G5-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line],241,[Engineered GBM Cell Line],166,1,UCL,FALSE,TRUE,TRUE,TRUE
G5-5-2,G5-396-95,G5-[Primary Tumour Tissue]-[GBM Cell Line],95,[GBM Cell Line],396,2,Spain,TRUE,FALSE,TRUE,TRUE
G5-6,G5-103,G5-[Human Feotal Primary Tissue],103,[Human Feotal Primary Tissue],G5,6,UCL,TRUE,TRUE,FALSE,FALSE
G5-7,G5-38,G5-[Human Feotal Primary Tissue],38,[Human Feotal Primary Tissue],G5,7,UCL,TRUE,FALSE,FALSE,TRUE
G5-7-1,G5-38-79,G5-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],79,[Human Neural Stem Cell Line],38,1,Edinburgh,TRUE,TRUE,TRUE,FALSE
G5-7-1-1,G5-38-79-33,G5-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line]-[Isogenic Gene Cell Line],33,[Isogenic Gene Cell Line],79,1,Spain,FALSE,TRUE,TRUE,TRUE
G5-7-2,G5-38-191,G5-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],191,[Human Neural Stem Cell Line],38,2,Edinburgh,TRUE,FALSE,FALSE,TRUE
G5-8,G5-105,G5-[Human Feotal Primary Tissue],105,[Human Feotal Primary Tissue],G5,8,UCL,TRUE,FALSE,FALSE,TRUE
G5-8-1,G5-105-477,G5-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],477,[Human Neural Stem Cell Line],105,1,Edinburgh,TRUE,TRUE,TRUE,FALSE
G5-9,G5-427,G5-[Peripheral Blood Mononuclear Cell],427,[Peripheral Blood Mononuclear Cell],G5,9,UCL,FALSE,FALSE,FALSE,FALSE
G6-1,G6-168,G6-[Primary Tumour Tissue],168,[Primary Tumour Tissue],G6,1,Spain,TRUE,FALSE,TRUE,TRUE
G6-2,G6-303,G6-[Human Feotal Primary Tissue],303,[Human Feotal Primary Tissue],G6,2,Spain,TRUE,TRUE,FALSE,TRUE
G6-3,G6-75,G6-[Human Feotal Primary Tissue],75,[Human Feotal Primary Tissue],G6,3,Edinburgh,FALSE,FALSE,FALSE,TRUE
G6-3-1,G6-75-198,G6-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],198,[Human Neural Stem Cell Line],75,1,UCL,TRUE,TRUE,FALSE,FALSE
G6-3-1-1,G6-75-198-454,G6-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line]-[Isogenic Gene Cell Line],454,[Isogenic Gene Cell Line],198,1,Edinburgh,TRUE,TRUE,FALSE,TRUE
G6-3-1-2,G6-75-198-315,G6-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line]-[Isogenic Gene Cell Line],315,[Isogenic Gene Cell Line],198,2,Spain,TRUE,FALSE,FALSE,TRUE
G6-4,G6-352,G6-[Human Feotal Primary Tissue],352,[Human Feotal Primary Tissue],G6,4,Edinburgh,TRUE,FALSE,FALSE,FALSE
G6-4-1,G6-352-149,G6-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],149,[Human Neural Stem Cell Line],352,1,UCL,FALSE,TRUE,FALSE,TRUE
G6-4-1-1,G6-352-149-243,G6-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line]-[Isogenic Gene Cell Line],243,[Isogenic Gene Cell Line],149,1,Spain,TRUE,TRUE,FALSE,TRUE
G6-4-2,G6-352-445,G6-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],445,[Human Neural Stem Cell Line],352,2,UCL,TRUE,FALSE,TRUE,TRUE
G6-4-2-1,G6-352-445-367,G6-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line]-[Isogenic Gene Cell Line],367,[Isogenic Gene Cell Line],445,1,Spain,TRUE,FALSE,FALSE,TRUE
G6-5,G6-96,G6-[Peripheral Blood Mononuclear Cell],96,[Peripheral Blood Mononuclear Cell],G6,5,UCL,TRUE,TRUE,TRUE,FALSE
G6-5-1,G6-96-72,G6-[Peripheral Blood Mononuclear Cell]-[Patient Derived Neural Stem Cell],72,[Patient Derived Neural Stem Cell],96,1,Edinburgh,TRUE,TRUE,FALSE,TRUE
G6-6,G6-214,G6-[Human Feotal Primary Tissue],214,[Human Feotal Primary Tissue],G6,6,UCL,TRUE,TRUE,TRUE,FALSE
G6-6-1,G6-214-239,G6-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],239,[Human Neural Stem Cell Line],214,1,UCL,TRUE,FALSE,FALSE,TRUE
G6-7,G6-107,G6-[Primary Tumour Tissue],107,[Primary Tumour Tissue],G6,7,Edinburgh,TRUE,FALSE,FALSE,TRUE
G6-7-1,G6-107-32,G6-[Primary Tumour Tissue]-[GBM Cell Line],32,[GBM Cell Line],107,1,UCL,TRUE,FALSE,FALSE,TRUE
G6-8,G6-453,G6-[Primary Tumour Tissue],453,[Primary Tumour Tissue],G6,8,Spain,TRUE,TRUE,FALSE,TRUE
G6-8-1,G6-453-249,G6-[Primary Tumour Tissue]-[GBM Cell Line],249,[GBM Cell Line],453,1,UCL,TRUE,FALSE,FALSE,TRUE
G6-8-2,G6-453-11,G6-[Primary Tumour Tissue]-[GBM Cell Line],11,[GBM Cell Line],453,2,Spain,TRUE,TRUE,TRUE,TRUE
G6-8-2-1,G6-453-11-392,G6-[Primary Tumour Tissue]-[GBM Cell Line]-[Engineered GBM Cell Line],392,[Engineered GBM Cell Line],11,1,UCL,TRUE,TRUE,FALSE,FALSE
G6-9,G6-361,G6-[Peripheral Blood Mononuclear Cell],361,[Peripheral Blood Mononuclear Cell],G6,9,Edinburgh,TRUE,TRUE,FALSE,TRUE
G7-1,G7-417,G7-[Human Feotal Primary Tissue],417,[Human Feotal Primary Tissue],G7,1,UCL,TRUE,FALSE,FALSE,TRUE
G7-1-1,G7-417-223,G7-[Human Feotal Primary Tissue]-[Human Neural Stem Cell Line],223,[Human Neural Stem Cell Line],417,1,Spain,FALSE,TRUE,FALSE,TRUE
G7-10,G7-339,G7-[Primary Tumour Tissue],339,[Primary Tumour Tissue],G7,10,Spain,TRUE,TRUE,FALSE,FALSE
