code_index,code_id,code_ca,id,category,trace,index,labs,epic,rna_seq,wgs,atac_seq
G8-3,G8-14,G8,14,[Primary Tumour Tissue],G8,3,UCL,TRUE,FALSE,FALSE,TRUE
G8-3-1,G8-14-371,G8,371,[GBM Cell Line],14,1,UCL,TRUE,FALSE,FALSE,TRUE
G8-3-1-1,G8-14-371-423,G8,423,[Engineered GBM Cell Line],371,1,Spain,TRUE,TRUE,FALSE,TRUE
G8-3-1-1-1,G8-14-371-423-150,G8,150,[Xenograph Derive Cell Line],423,1,UCL,TRUE,TRUE,FALSE,TRUE
G8-3-1-2,G8-14-371-46,G8,46,[Engineered GBM Cell Line],371,2,UCL,TRUE,TRUE,FALSE,FALSE
G8-4,G8-6,G8,6,[Peripheral Blood Mononuclear Cell],G8,4,Spain,FALSE,TRUE,FALSE,TRUE
G8-4-1,G8-6-365,G8,365,[Patient Derived Neural Stem Cell],6,1,Edinburgh,FALSE,FALSE,TRUE,TRUE
G8-5,G8-145,G8,145,[Primary Tumour Tissue],G8,5,Spain,FALSE,TRUE,TRUE,TRUE
G8-5-1,G8-145-200,G8,200,[GBM Cell Line],145,1,Spain,FALSE,FALSE,TRUE,FALSE
G8-5-1-1,G8-145-200-40,G8,40,[Engineered GBM Cell Line],200,1,Spain,FALSE,TRUE,TRUE,FALSE
G8-5-1-1-1,G8-145-200-40-284,G8,284,[Xenograph Derive Cell Line],40,1,UCL,TRUE,FALSE,FALSE,TRUE
G8-5-1-2,G8-145-200-42,G8,42,[Engineered GBM Cell Line],200,2,UCL,TRUE,FALSE,FALSE,FALSE
G8-5-1-2-1,G8-145-200-42-17,G8,17,[Xenograph Derive Cell Line],42,1,UCL,TRUE,FALSE,FALSE,TRUE
G8-5-2,G8-145-343,G8,343,[GBM Cell Line],145,2,Spain,TRUE,FALSE,TRUE,TRUE
G8-5-2-1,G8-145-343-209,G8,209,[Engineered GBM Cell Line],343,1,UCL,TRUE,TRUE,TRUE,TRUE
G8-5-2-1-1,G8-145-343-209-39,G8,39,[Xenograph Derive Cell Line],209,1,UCL,TRUE,FALSE,FALSE,FALSE
G8-5-3,G8-145-93,G8,93,[GBM Cell Line],145,3,UCL,FALSE,FALSE,FALSE,TRUE
G8-5-3-1,G8-145-93-382,G8,382,[Engineered GBM Cell Line],93,1,Spain,FALSE,FALSE,TRUE,TRUE
G8-5-3-1-1,G8-145-93-382-203,G8,203,[Xenograph Derive Cell Line],382,1,UCL,TRUE,TRUE,TRUE,TRUE
G8-5-3-1-2,G8-145-93-382-19,G8,19,[Xenograph Derive Cell Line],382,2,Spain,TRUE,TRUE,TRUE,TRUE
G8-5-3-1-3,G8-145-93-382-207,G8,207,[Xenograph Derive Cell Line],382,3,Spain,TRUE,TRUE,FALSE,TRUE
G8-5-3-1-4,G8-145-93-382-206,G8,206,[Xenograph Derive Cell Line],382,4,Edinburgh,TRUE,FALSE,FALSE,FALSE
G8-6,G8-59,G8,59,[Primary Tumour Tissue],G8,6,Edinburgh,TRUE,FALSE,FALSE,TRUE
G8-6-1,G8-59-215,G8,215,[GBM Cell Line],59,1,UCL,FALSE,TRUE,TRUE,TRUE
G8-6-1-1,G8-59-215-301,G8,301,[Engineered GBM Cell Line],215,1,Spain,TRUE,TRUE,TRUE,TRUE
G8-6-2,G8-59-70,G8,70,[GBM Cell Line],59,2,Spain,TRUE,TRUE,FALSE,FALSE
G8-6-2-1,G8-59-70-2,G8,2,[Engineered GBM Cell Line],70,1,Spain,FALSE,FALSE,FALSE,TRUE
G8-6-2-1-1,G8-59-70-2-190,G8,190,[Xenograph Derive Cell Line],2,1,Spain,TRUE,FALSE,FALSE,FALSE
G8-6-3,G8-59-118,G8,118,[GBM Cell Line],59,3,Spain,TRUE,TRUE,FALSE,TRUE
G8-6-3-1,G8-59-118-185,G8,185,[Engineered GBM Cell Line],118,1,Spain,TRUE,FALSE,TRUE,TRUE
G8-6-3-2,G8-59-118-57,G8,57,[Engineered GBM Cell Line],118,2,UCL,TRUE,FALSE,FALSE,TRUE
G8-6-4,G8-59-52,G8,52,[GBM Cell Line],59,4,Edinburgh,TRUE,FALSE,TRUE,TRUE
G8-6-4-1,G8-59-52-237,G8,237,[Engineered GBM Cell Line],52,1,Spain,TRUE,TRUE,FALSE,TRUE
G8-6-4-1-1,G8-59-52-237-158,G8,158,[Xenograph Derive Cell Line],237,1,Edinburgh,TRUE,FALSE,TRUE,TRUE
G8-6-5,G8-59-0,G8,0,[GBM Cell Line],59,5,Edinburgh,TRUE,FALSE,TRUE,TRUE
G8-6-6,G8-59-427,G8,427,[GBM Cell Line],59,6,UCL,TRUE,FALSE,TRUE,FALSE
G8-7,G8-139,G8,139,[Human Feotal Primary Tissue],G8,7,UCL,TRUE,FALSE,FALSE,TRUE
G8-7-1,G8-139-366,G8,366,[Human Neural Stem Cell Line],139,1,UCL,TRUE,TRUE,FALSE,FALSE
G8-7-2,G8-139-279,G8,279,[Human Neural Stem Cell Line],139,2,Edinburgh,TRUE,FALSE,FALSE,FALSE
G8-7-3,G8-139-264,G8,264,[Human Neural Stem Cell Line],139,3,Edinburgh,TRUE,TRUE,FALSE,TRUE
G8-8,G8-56,G8,56,[Human Feotal Primary Tissue],G8,8,UCL,TRUE,FALSE,FALSE,TRUE
G8-8-1,G8-56-243,G8,243,[Human Neural Stem Cell Line],56,1,Edinburgh,TRUE,TRUE,TRUE,TRUE
G8-8-1-1,G8-56-243-166,G8,166,[Isogenic Gene Cell Line],243,1,Edinburgh,TRUE,FALSE,TRUE,TRUE
G8-9,G8-142,G8,142,[Human Feotal Primary Tissue],G8,9,Spain,TRUE,FALSE,FALSE,FALSE
G8-9-1,G8-142-462,G8,462,[Human Neural Stem Cell Line],142,1,Edinburgh,TRUE,TRUE,FALSE,TRUE
G8-9-1-1,G8-142-462-60,G8,60,[Isogenic Gene Cell Line],462,1,Edinburgh,TRUE,FALSE,FALSE,FALSE
G8-9-2,G8-142-397,G8,397,[Human Neural Stem Cell Line],142,2,Spain,TRUE,FALSE,FALSE,TRUE
G8-9-2-1,G8-142-397-49,G8,49,[Isogenic Gene Cell Line],397,1,UCL,TRUE,TRUE,TRUE,FALSE
G8-9-2-2,G8-142-397-316,G8,316,[Isogenic Gene Cell Line],397,2,Edinburgh,TRUE,TRUE,FALSE,FALSE
G9-1,G9-212,G9,212,[Human Feotal Primary Tissue],G9,1,Spain,TRUE,TRUE,FALSE,FALSE
G9-1-1,G9-212-193,G9,193,[Human Neural Stem Cell Line],212,1,UCL,TRUE,FALSE,FALSE,FALSE
G9-1-1-1,G9-212-193-409,G9,409,[Isogenic Gene Cell Line],193,1,Spain,FALSE,FALSE,TRUE,TRUE
G9-2,G9-451,G9,451,[Human Feotal Primary Tissue],G9,2,Edinburgh,TRUE,TRUE,TRUE,TRUE
G9-2-1,G9-451-384,G9,384,[Human Neural Stem Cell Line],451,1,Spain,TRUE,FALSE,TRUE,FALSE
G9-2-1-1,G9-451-384-96,G9,96,[Isogenic Gene Cell Line],384,1,UCL,TRUE,TRUE,FALSE,TRUE
G9-2-2,G9-451-72,G9,72,[Human Neural Stem Cell Line],451,2,Spain,FALSE,TRUE,FALSE,TRUE
G9-2-2-1,G9-451-72-67,G9,67,[Isogenic Gene Cell Line],72,1,Edinburgh,FALSE,FALSE,TRUE,TRUE
G9-2-2-2,G9-451-72-340,G9,340,[Isogenic Gene Cell Line],72,2,Spain,TRUE,FALSE,FALSE,TRUE
G9-2-3,G9-451-87,G9,87,[Human Neural Stem Cell Line],451,3,Spain,TRUE,FALSE,TRUE,TRUE
G9-3,G9-51,G9,51,[Peripheral Blood Mononuclear Cell],G9,3,Edinburgh,TRUE,FALSE,FALSE,TRUE
G9-3-1,G9-51-298,G9,298,[Patient Derived Neural Stem Cell],51,1,UCL,TRUE,TRUE,TRUE,TRUE
